@id,@lat,@lon,name,place,population,addr:district,addr:region
416608495,51.5639454,34.9872840,Учительский,village,,,
416610375,51.5790980,34.8806840,Степановка,village,,,
416782490,51.5817360,34.8074557,Октябрьское,hamlet,,,
416782584,51.5877091,34.9367167,Марьино,village,,,
416782655,51.5877091,34.9638392,Барашек,hamlet,,,
416782801,51.5844026,34.9284770,Зелёный Гай,hamlet,,,
416782816,51.5668526,35.1273686,Колонтаевка,village,,Льговский район,Курская область
416782837,51.5757621,35.0977351,Износково,hamlet,,,
416784167,51.4951443,34.8115756,Пушкарное,village,,,
416784220,51.4922526,34.7941450,Жадино,village,,,
417325522,51.3804627,34.7125245,Нижний Мордок,village,,Глушковский район,Курская область
417349623,51.6588862,34.6762781,Кострова,hamlet,,Рыльский район,Курская область
417349630,51.6924598,34.7343747,Тураево,hamlet,,Рыльский район,Курская область
417349639,51.6884096,34.6925818,Кленная,hamlet,,Рыльский район,Курская область
417349649,51.7270676,34.6763996,Верхний Воронок,hamlet,,,
417349657,51.7541706,34.7020602,Большая Алешня,hamlet,,Хомутовский район,Курская область
417349667,51.7505037,34.6056490,Надейка,hamlet,,,
417349682,51.8008556,34.6249073,Красная Поляна,hamlet,,,
417349810,51.8583061,34.5899146,Михалевка,hamlet,,Хомутовский район,Курская область
417359193,51.8313173,34.7215478,Поды,village,,Хомутовский район,Курская область
417359201,51.8594796,34.5539469,Жеденовка,hamlet,,Хомутовский район,Курская область
417391742,51.9662735,34.6274982,Романово,village,,Хомутовский район,Курская область
417391746,52.0122514,34.5865638,Старшее,hamlet,,Хомутовский район,Курская область
417396026,51.9854776,34.6955708,Веть,hamlet,,Хомутовский район,Курская область
417396121,52.0208579,34.7463012,Селино,hamlet,,Дмитриевский район,Курская область
417396216,52.0587131,34.8935590,Фатеевка,hamlet,,Дмитриевский район,Курская область
417401254,52.1321981,34.9284617,Меловое,hamlet,,Дмитриевский район,Курская область
417692859,52.4424086,35.6585310,Ильино-Нагорное,hamlet,,Троснянский район,Орловская область
418170356,51.3465640,34.8152755,Краснооктябрьское,hamlet,,,
418170360,51.3231235,34.7917374,Комаровка,village,,,
418174658,51.4312441,34.8204667,Ишутино,hamlet,,Рыльский район,Курская область
418174659,51.4492098,34.7943371,Артюшково,hamlet,,Рыльский район,Курская область
418174690,51.4989488,34.7586155,Кукарековка,hamlet,,,
418174707,51.4934744,34.7079641,Семеново,village,,Рыльский район,Курская область
418174708,51.5005351,34.6926658,Малонизовцево,hamlet,,,
418174709,51.5134014,34.6671687,Романово,hamlet,,,
418178088,51.7054140,34.9001350,Бупел,hamlet,,Хомутовский район,Курская область
418180529,51.3672708,34.7842062,Юрасово,hamlet,,,
419875339,51.9056054,36.3115619,Жерновец,village,,,
419875340,51.9239469,36.3070079,Тазово,village,,Золотухинский район,Курская область
419875344,51.8811080,36.3167403,Малахово,hamlet,,,
419875352,51.8420070,36.2479360,Букреевка,village,,,
419875355,51.8219910,36.2564580,Каменево,village,,,
419875356,51.8099334,36.2752279,Камыши,village,,Курский район,Курская область
